state_code,state,county,value,population,fips,measure_id
AZ,Arizona,Pinal,8.2,449557,04021,HEARING
IL,Illinois,Champaign,26.9,205943,17019,LPA
GA,Georgia,Seminole,39.3,9197,13253,DISABILITY
KY,Kentucky,Hart,7.7,19460,21099,VISION
IN,Indiana,Wells,75.9,28197,18179,CHECKUP
PA,Pennsylvania,Bradford,8.7,59892,42015,CANCER
NC,North Carolina,Anson,39.1,22060,37007,HIGHCHOL
OH,Ohio,Holmes,26,44271,39075,DEPRESSION
MO,Missouri,McDonald,12.2,23383,29119,COPD
NE,Nebraska,Wheeler,37.5,795,31183,OBESITY
OK,Oklahoma,Coal,11.6,5276,40029,COPD
MN,Minnesota,Le Sueur,7.9,28841,27079,CANCER
MI,Michigan,Clare,37.1,31065,26035,DISABILITY
MN,Minnesota,Beltrami,7.6,46380,27007,ACCESS2
MT,Montana,Deer Lodge,8.6,9491,30023,CHD
KS,Kansas,Reno,31.4,61414,20155,ARTHRITIS
KY,Kentucky,Nelson,4.6,47098,21179,VISION
OK,Oklahoma,Major,3.6,7668,40093,KIDNEY
MS,Mississippi,Oktibbeha,6,51842,28105,COPD
NV,Nevada,Washoe,23,493392,32031,LPA
MS,Mississippi,Choctaw,12,8106,28019,BINGE
OK,Oklahoma,Haskell,16.5,11602,40061,PHLTH
NY,New York,Sullivan,77.3,79806,36105,CHECKUP
KS,Kansas,Chautauqua,21.1,3395,20019,CSMOKING
AR,Arkansas,Ouachita,4.4,22306,05103,KIDNEY
NJ,New Jersey,Sussex,31.2,145543,34037,BPHIGH
MT,Montana,Park,3.5,17473,30067,SELFCARE
ID,Idaho,Jefferson,3.3,32202,16051,SELFCARE
IA,Iowa,Wayne,14.9,6508,19185,MHLTH
IA,Iowa,Pocahontas,3.8,7074,19151,KIDNEY
MN,Minnesota,Washington,9,272256,27163,COGNITION
KS,Kansas,Ellis,29.8,28790,20051,BPHIGH
LA,Louisiana,Iberville,37.8,29824,22047,HIGHCHOL
IL,Illinois,Stark,35.7,5294,17175,OBESITY
GA,Georgia,Hancock,8.7,8630,13141,HEARING
GA,Georgia,Barrow,14.1,86658,13013,COGNITION
IN,Indiana,Kosciusko,8.5,80106,18085,COPD
ID,Idaho,Shoshone,13.5,13612,16079,BINGE
MT,Montana,Daniels,31.4,1686,30019,ARTHRITIS
AK,Alaska,Juneau,23.8,31973,02110,DISABILITY
NY,New York,New York,13.1,1576876,36061,GHLTH
IN,Indiana,Switzerland,6.2,9790,18155,VISION
MI,Michigan,St. Joseph,9.3,60758,26149,ACCESS2
ME,Maine,Washington,14.4,31121,23029,BINGE
AK,Alaska,Aleutians East,5.7,3398,02013,CHD
IN,Indiana,Clay,84.1,26410,18021,CHOLSCREEN
IL,Illinois,Kendall,23.1,134867,17093,LPA
KY,Kentucky,Pike,83.7,57391,21195,CHOLSCREEN
ND,North Dakota,Pembina,7.9,6767,38067,ACCESS2
AR,Arkansas,Lawrence,10.6,16292,05075,INDEPLIVE
OK,Oklahoma,Tillman,7.8,7076,40141,VISION
OH,Ohio,Lawrence,36.3,57445,39087,HIGHCHOL
OR,Oregon,Linn,12.8,129839,41043,PHLTH
NE,Nebraska,Cheyenne,9.2,9529,31033,HEARING
NE,Nebraska,Wayne,12.5,9784,31179,CSMOKING
IA,Iowa,Scott,75.9,174170,19163,CHECKUP
NE,Nebraska,Sarpy,5.8,193418,31153,HEARING
MS,Mississippi,Tishomingo,11.6,18750,28141,INDEPLIVE
NC,North Carolina,Lenoir,33.2,54706,37107,ARTHRITIS
MN,Minnesota,Cottonwood,14.6,11569,27033,MOBILITY
IL,Illinois,Brown,39.5,6421,17009,OBESITY
MO,Missouri,Bollinger,18,10556,29017,MHLTH
MO,Missouri,Jackson,12.5,716862,29095,PHLTH
AR,Arkansas,Ashley,9.5,18674,05003,HEARING
IN,Indiana,Dubois,29.5,43549,18037,DISABILITY
MO,Missouri,Dunklin,13.6,27717,29069,BINGE
IA,Iowa,Johnson,4.8,154748,19103,COPD
CO,Colorado,Archuleta,33.9,13790,08007,ARTHRITIS
MI,Michigan,Ingham,27.5,284034,26065,ARTHRITIS
KY,Kentucky,Metcalfe,34.3,10349,21169,ARTHRITIS
CT,Connecticut,Tolland,23.1,150293,09013,ARTHRITIS
AR,Arkansas,Crawford,9.8,60378,05033,INDEPLIVE
IA,Iowa,Dallas,73.8,103796,19049,CHECKUP
NY,New York,Suffolk,14.8,1526344,36103,BINGE
KY,Kentucky,Harlan,46.7,26164,21095,BPHIGH
ND,North Dakota,Sioux,23.5,3738,38085,MOBILITY
KY,Kentucky,Butler,11.3,12294,21031,INDEPLIVE
MS,Mississippi,Noxubee,46.3,10123,28103,DISABILITY
IN,Indiana,Porter,13,174243,18127,MOBILITY
NC,North Carolina,Wilkes,15.5,65806,37193,COGNITION
GA,Georgia,Irwin,76.5,9618,13155,CHECKUP
GA,Georgia,Bleckley,35.1,12607,13023,OBESITY
IL,Illinois,Kane,14.3,515588,17089,MOBILITY
MN,Minnesota,Norman,8.7,6416,27107,CANCER
AL,Alabama,Chilton,22.1,45274,01021,GHLTH
MT,Montana,Custer,22.8,11916,30017,DEPRESSION
KS,Kansas,Wabaunsee,10.4,6966,20197,PHLTH
MN,Minnesota,Ramsey,3.1,543257,27123,SELFCARE
OR,Oregon,Benton,10.5,96017,41003,MOBILITY
NE,Nebraska,Thurston,6.5,6620,31173,CANCER
CA,California,Monterey,5.9,437325,06053,COPD
NM,New Mexico,Bernalillo,60,674393,35001,CHECKUP
KY,Kentucky,McCracken,10,67454,21145,HEARING
CO,Colorado,Rio Grande,36.4,11408,08105,HIGHCHOL
KY,Kentucky,Campbell,3.2,93050,21037,SELFCARE
KS,Kansas,Greenwood,42.2,5939,20073,HIGHCHOL
AR,Arkansas,Yell,10.4,20155,05149,COPD
IN,Indiana,Franklin,37.1,22842,18047,HIGHCHOL
MS,Mississippi,Humphreys,50.4,7551,28053,OBESITY
ND,North Dakota,Nelson,9.6,3054,38063,CANCER
CA,California,Lassen,17,33159,06035,MHLTH
GA,Georgia,Ben Hill,22.9,17158,13017,CSMOKING
OH,Ohio,Seneca,76.3,54906,39147,CHECKUP
AL,Alabama,Talladega,11.1,81524,01121,INDEPLIVE
MT,Montana,Flathead,6.6,108454,30029,COPD
IL,Illinois,Lee,8.1,34049,17103,CANCER
LA,Louisiana,Bienville,18,12776,22013,PHLTH
AR,Arkansas,Johnson,5.6,25845,05071,SELFCARE
NY,New York,Otsego,78.7,58123,36077,BPMED
NC,North Carolina,Buncombe,3.5,271534,37021,SELFCARE
MN,Minnesota,McLeod,32.8,36735,27085,BPHIGH
LA,Louisiana,East Carroll,52.7,7220,22035,BPHIGH
OH,Ohio,Fayette,15.4,28906,39047,BINGE
IA,Iowa,Dubuque,14,98718,19061,MHLTH
MS,Mississippi,Stone,9,18644,28131,HEARING
LA,Louisiana,Evangeline,27.9,32215,22039,CSMOKING
NJ,New Jersey,Bergen,10.1,953819,34003,MOBILITY
GA,Georgia,Decatur,13.3,29038,13087,BINGE
LA,Louisiana,Iberia,23,68975,22045,CSMOKING
AL,Alabama,Macon,49.5,18895,01087,BPHIGH
CO,Colorado,Gunnison,2.5,17281,08051,SELFCARE
GA,Georgia,Polk,30.4,43496,13233,LPA
OK,Oklahoma,Carter,79,48291,40019,BPMED
NC,North Carolina,Stokes,9.8,44553,37169,CASTHMA
MI,Michigan,Gogebic,33.9,14361,26053,DISABILITY
ND,North Dakota,Wells,11.2,3905,38103,HEARING
MO,Missouri,Lawrence,80.5,38321,29109,BPMED
NC,North Carolina,Franklin,79.9,71703,37069,BPMED
OH,Ohio,Darke,83.9,51597,39037,CHOLSCREEN
AR,Arkansas,Phillips,51.3,15906,05107,BPHIGH
GA,Georgia,Chattahoochee,69.5,9048,13053,CHECKUP
GA,Georgia,Fulton,5.5,1065334,13121,CANCER
KS,Kansas,Wabaunsee,24.9,6966,20197,LPA
GA,Georgia,Camden,4,55664,13039,SELFCARE
IN,Indiana,Pike,8.6,12144,18125,ACCESS2
IN,Indiana,Rush,9,16672,18139,ACCESS2
GA,Georgia,Bibb,11.2,156762,13021,CASTHMA
MT,Montana,Fallon,3.1,3017,30025,KIDNEY
IA,Iowa,Johnson,5.5,154748,19103,INDEPLIVE
KS,Kansas,Clark,15.5,1977,20025,MOBILITY
NC,North Carolina,Watauga,9.6,54234,37189,DIABETES
MN,Minnesota,Wilkin,17.5,6395,27167,CSMOKING
OK,Oklahoma,Murray,8.1,13718,40099,CANCER
CO,Colorado,Yuma,12.8,9941,08125,PHLTH
MS,Mississippi,Walthall,81.1,13836,28147,CHECKUP
MS,Mississippi,Monroe,18,33883,28095,COGNITION
NV,Nevada,Nye,11.1,53450,32023,COPD
MO,Missouri,Greene,17.2,300865,29077,CSMOKING
CA,California,Stanislaus,15.8,552999,06099,BINGE
KY,Kentucky,Carroll,5.5,10863,21041,SELFCARE
LA,Louisiana,Ouachita,24.1,158768,22073,DEPRESSION
AZ,Arizona,Pinal,37.7,449557,04021,HIGHCHOL
ND,North Dakota,Grant,7.3,2323,38037,INDEPLIVE
MI,Michigan,Luce,4.6,5309,26095,SELFCARE
MT,Montana,Powder River,8.3,1702,30075,ACCESS2
KS,Kansas,Clay,40.4,8077,20027,BPHIGH
MT,Montana,Cascade,35.1,84511,30013,OBESITY
KY,Kentucky,Allen,16.1,20797,21003,PHLTH
NC,North Carolina,Carteret,15,68541,37031,GHLTH
MD,Maryland,Anne Arundel,24,590336,24003,DISABILITY
OR,Oregon,Wasco,14.8,26726,41065,BINGE
KY,Kentucky,Breckinridge,33.2,20651,21027,LPA
CT,Connecticut,New Haven,79.2,863700,09009,BPMED
GA,Georgia,Worth,8.2,20554,13321,HEARING
IA,Iowa,Boone,16.1,26723,19015,CSMOKING
MD,Maryland,Baltimore,7.4,849316,24005,CANCER
OH,Ohio,Erie,85.4,74852,39043,CHOLSCREEN
OH,Ohio,Delaware,18.1,220740,39041,DEPRESSION
AR,Arkansas,Sharp,37.3,17622,05135,LPA
ND,North Dakota,McLean,9.5,9796,38055,CANCER
MS,Mississippi,Attala,12.9,17742,28007,INDEPLIVE
OH,Ohio,Crawford,83.7,41754,39033,CHOLSCREEN
OK,Oklahoma,Greer,80.5,5487,40055,CHOLSCREEN
AR,Arkansas,Prairie,4,8135,05117,KIDNEY
MO,Missouri,Chariton,38.7,7356,29041,OBESITY
IN,Indiana,Marion,37.1,971102,18097,OBESITY
ME,Maine,Oxford,8.5,58629,23017,CHD
AL,Alabama,Bibb,14,22477,01007,ACCESS2
MO,Missouri,Howard,23.6,10168,29089,DEPRESSION
NY,New York,Queens,5.8,2331143,36081,HEARING
KY,Kentucky,Lawrence,83.4,16290,21127,BPMED
KS,Kansas,Coffey,27.1,8338,20031,LPA
IL,Illinois,Wabash,3.7,11202,17185,KIDNEY
IL,Illinois,Iroquois,18.5,26827,17075,GHLTH
MT,Montana,Broadwater,7.7,7288,30007,CHD
IL,Illinois,Pope,22.3,3779,17151,MOBILITY
NC,North Carolina,Washington,5.9,10892,37187,STROKE
CO,Colorado,Kiowa,8.2,1452,08061,INDEPLIVE
GA,Georgia,Houston,87,166829,13153,CHOLSCREEN
MI,Michigan,Van Buren,16.1,75658,26159,BINGE
US,United States,,3.9,331893745,00059,SELFCARE
OR,Oregon,Wasco,24.5,26726,41065,DEPRESSION
OH,Ohio,Hamilton,36.2,826139,39061,BPHIGH
IL,Illinois,Perry,11,20985,17145,ACCESS2
NM,New Mexico,Torrance,17.7,15307,35057,CSMOKING
AR,Arkansas,Sharp,4.4,17622,05135,KIDNEY
KS,Kansas,Franklin,11.2,25986,20059,DIABETES
NE,Nebraska,Rock,7,1264,31149,ACCESS2
ID,Idaho,Twin Falls,3.2,92243,16083,KIDNEY
OK,Oklahoma,Washington,8.7,52772,40147,COPD
IN,Indiana,Warren,39.1,8475,18171,HIGHCHOL
NE,Nebraska,Gage,8.6,21616,31067,CASTHMA
KY,Kentucky,Spencer,37.2,19916,21215,HIGHCHOL
KS,Kansas,Doniphan,14.1,7471,20043,COGNITION
NC,North Carolina,Watauga,17.5,54234,37189,MHLTH
MO,Missouri,Randolph,80,24760,29175,CHOLSCREEN
MD,Maryland,Dorchester,40.2,32489,24019,BPHIGH
MO,Missouri,Dallas,76.3,17341,29059,CHECKUP
MS,Mississippi,Forrest,6.5,77875,28035,CHD
CO,Colorado,Baca,6.6,3514,08009,VISION
KS,Kansas,Chase,15.8,2598,20017,BINGE
NV,Nevada,Eureka,31.6,1903,32011,ARTHRITIS
AK,Alaska,Denali,10.9,1593,02068,MOBILITY
KY,Kentucky,Boyle,4.1,30747,21021,SELFCARE
ME,Maine,Penobscot,7.7,152765,23019,INDEPLIVE
NC,North Carolina,Buncombe,7,271534,37021,COPD
GA,Georgia,Lee,5.6,33411,13177,HEARING
OK,Oklahoma,Kay,8.6,43732,40071,CHD
AR,Arkansas,Prairie,9.5,8135,05117,ACCESS2
AR,Arkansas,Greene,39.7,46317,05055,OBESITY
MT,Montana,Golden Valley,14.2,831,30037,MHLTH
MN,Minnesota,Cottonwood,7.9,11569,27033,CHD
OR,Oregon,Deschutes,22.9,204801,41017,DEPRESSION
NE,Nebraska,Pierce,9.6,7313,31139,COGNITION
OH,Ohio,Summit,3.3,537633,39153,KIDNEY
GA,Georgia,Clayton,10.3,297100,13063,INDEPLIVE
MI,Michigan,Manistee,81.9,25350,26101,BPMED
KS,Kansas,Barber,9.4,4110,20007,COPD
GA,Georgia,Meriwether,33.3,20793,13199,ARTHRITIS
MT,Montana,Phillips,18.1,4192,30071,BINGE
MN,Minnesota,Aitkin,40.2,15887,27001,HIGHCHOL
GA,Georgia,Appling,25.6,18488,13001,GHLTH
PA,Pennsylvania,Beaver,7.4,166624,42007,CHD
NC,North Carolina,Chowan,15.3,13722,37041,MHLTH
NC,North Carolina,Nash,81.2,95176,37127,CHECKUP
OH,Ohio,Scioto,77.2,73346,39145,CHECKUP
ID,Idaho,Minidoka,17.5,21955,16067,COGNITION
CO,Colorado,Routt,85.3,25091,08107,CHOLSCREEN
MO,Missouri,Pemiscot,10.6,15236,29155,HEARING
OK,Oklahoma,Delaware,4.4,41000,40041,KIDNEY
IL,Illinois,Iroquois,83.4,26827,17075,CHOLSCREEN
NE,Nebraska,Arthur,11.3,439,31005,DIABETES
MA,Massachusetts,Berkshire,14.8,128657,25003,MHLTH
OH,Ohio,Wood,32.8,132472,39173,HIGHCHOL
IL,Illinois,Lake,17.1,711239,17097,DEPRESSION
OR,Oregon,Washington,14.9,600811,41067,MHLTH
OH,Ohio,Geauga,15.4,95565,39055,CSMOKING
NC,North Carolina,Halifax,81.8,48272,37083,CHECKUP
AR,Arkansas,Logan,4.1,21215,05083,STROKE
GA,Georgia,Long,74.8,17152,13183,BPMED
KS,Kansas,Stanton,73.5,2044,20187,CHECKUP
AL,Alabama,Houston,10.4,107458,01069,CASTHMA
OH,Ohio,Huron,32.8,58367,39077,DISABILITY
IL,Illinois,Effingham,35.5,34430,17049,HIGHCHOL
NE,Nebraska,Harlan,37.3,3091,31083,BPHIGH
KS,Kansas,Butler,14.9,67889,20015,MHLTH
NE,Nebraska,Blaine,8.8,461,31009,HEARING
IL,Illinois,McLean,29.9,170889,17113,DISABILITY
MI,Michigan,Van Buren,13.5,75658,26159,COGNITION
KY,Kentucky,Anderson,10.9,24035,21005,CASTHMA
OH,Ohio,Meigs,40.1,22049,39105,OBESITY
GA,Georgia,Banks,13.1,18562,13011,DIABETES
GA,Georgia,Turner,41.4,8966,13287,HIGHCHOL
AL,Alabama,Monroe,18.7,19648,01099,DIABETES
KY,Kentucky,Kenton,15.2,169495,21117,MOBILITY
NC,North Carolina,Graham,18.2,8043,37075,CSMOKING
GA,Georgia,Dougherty,4.9,84844,13095,STROKE
MT,Montana,Sweet Grass,4.4,3723,30097,VISION
IL,Illinois,McLean,5.7,170889,17113,COPD
KS,Kansas,Comanche,14.6,1670,20033,CSMOKING
KS,Kansas,Graham,14.7,2400,20065,DIABETES
NE,Nebraska,Hayes,83.7,843,31085,CHOLSCREEN
OK,Oklahoma,Marshall,25.2,15594,40095,GHLTH
GA,Georgia,Lumpkin,14,34278,13187,MOBILITY
OH,Ohio,Williams,8.6,36716,39171,ACCESS2
IA,Iowa,Van Buren,30.2,7243,19177,DISABILITY
KS,Kansas,Gove,15.7,2755,20063,MOBILITY
ID,Idaho,Payette,18.2,26350,16075,GHLTH
KY,Kentucky,Kenton,2.9,169495,21117,STROKE
ND,North Dakota,Cass,11.1,186562,38017,GHLTH
IL,Illinois,Christian,38.5,33662,17021,OBESITY
MO,Missouri,Texas,8.4,24987,29215,CANCER
NV,Nevada,Carson City,5.3,58993,32510,VISION
CO,Colorado,Routt,64.9,25091,08107,CHECKUP
MS,Mississippi,Lamar,4,65353,28073,SELFCARE
CO,Colorado,Boulder,14.7,329543,08013,MHLTH
MN,Minnesota,Stevens,7.8,9700,27149,ACCESS2
MO,Missouri,Henry,8.9,22206,29083,CHD
AR,Arkansas,Conway,45.1,20873,05029,BPHIGH
NM,New Mexico,Luna,11.4,25532,35029,VISION
NE,Nebraska,Boyd,30.3,1789,31015,LPA
IN,Indiana,Fountain,76.4,16427,18045,CHECKUP
MO,Missouri,Polk,24.9,32043,29167,DEPRESSION
AL,Alabama,St. Clair,8.5,92748,01115,INDEPLIVE
MO,Missouri,St. Louis,11.2,997187,29189,DIABETES
MI,Michigan,Barry,38.5,62992,26015,HIGHCHOL
LA,Louisiana,Lincoln,33.7,48152,22061,HIGHCHOL
CO,Colorado,Baca,14.8,3514,08009,PHLTH
OK,Oklahoma,Choctaw,11.8,14307,40023,BINGE
GA,Georgia,Putnam,20.1,22585,13237,DEPRESSION
ID,Idaho,Bannock,16.5,88263,16005,MHLTH
NC,North Carolina,Alleghany,87,11049,37005,CHOLSCREEN
MT,Montana,Valley,11.1,7537,30105,HEARING
KY,Kentucky,Trigg,11.1,14192,21221,COPD
AL,Alabama,Morgan,35,123668,01103,DISABILITY
MN,Minnesota,Redwood,17.3,15366,27127,BINGE
OH,Ohio,Shelby,80.5,47977,39149,BPMED
AK,Alaska,Nome,7,9865,02180,CHD
ID,Idaho,Caribou,4.5,7111,16029,VISION
IL,Illinois,Edwards,9,6075,17047,CANCER
IA,Iowa,Taylor,9.2,5868,19173,CASTHMA
GA,Georgia,DeKalb,10.4,757718,13089,PHLTH
IA,Iowa,Buena Vista,16.5,20771,19021,CSMOKING
OH,Ohio,Geauga,3.3,95565,39055,KIDNEY
LA,Louisiana,Lafayette,18.8,244205,22055,CSMOKING
CA,California,Mariposa,79.2,17147,06043,BPMED
OH,Ohio,Ashtabula,81.6,97337,39007,BPMED
AK,Alaska,Juneau,68.9,31973,02110,BPMED
NY,New York,Oneida,15.5,230274,36065,MHLTH
MI,Michigan,Luce,13.5,5309,26095,PHLTH
NM,New Mexico,Hidalgo,66.6,4074,35023,CHECKUP
MN,Minnesota,Mahnomen,28,5414,27087,CSMOKING
NY,New York,Albany,11.9,313743,36001,MOBILITY
KY,Kentucky,Jefferson,34.3,777874,21111,DISABILITY
NC,North Carolina,Polk,17,19656,37149,MOBILITY
OH,Ohio,Noble,46.5,14176,39121,BPHIGH
AL,Alabama,Winston,22.5,23652,01133,MOBILITY
NC,North Carolina,Clay,89.6,11309,37043,CHOLSCREEN
ID,Idaho,Bingham,3.3,48876,16011,STROKE
ND,North Dakota,Ramsey,3.7,11572,38071,STROKE
IA,Iowa,Dallas,22.7,103796,19049,BINGE
KS,Kansas,Kearny,7.7,3891,20093,CHD
MT,Montana,Yellowstone,6.3,167146,30111,COPD
GA,Georgia,Walker,34,68510,13295,DISABILITY
NY,New York,Cayuga,20.7,75880,36011,CSMOKING
ID,Idaho,Cassia,14.4,25164,16031,ACCESS2
MI,Michigan,Bay,11.2,102985,26017,CASTHMA
GA,Georgia,Thomas,28.2,45842,13275,LPA
MN,Minnesota,St. Louis,15.4,199182,27137,MHLTH
IN,Indiana,Newton,13.7,13808,18111,COGNITION
OR,Oregon,Yamhill,7.3,108239,41071,INDEPLIVE
GA,Georgia,Jeff Davis,10.1,14872,13161,COPD
GA,Georgia,Jenkins,20.1,8639,13165,COGNITION
MI,Michigan,Schoolcraft,37,8030,26153,ARTHRITIS
IL,Illinois,Clay,19.4,13143,17025,MOBILITY
GA,Georgia,Spalding,30.6,67909,13255,ARTHRITIS
ID,Idaho,Bear Lake,81,6545,16007,CHOLSCREEN
MI,Michigan,Eaton,10.3,108944,26045,DIABETES
AR,Arkansas,Clay,34.3,14350,05021,LPA
KY,Kentucky,Monroe,5.9,11233,21171,SELFCARE
CA,California,Butte,5.2,208309,06007,VISION
CA,California,Merced,34.3,286461,06047,HIGHCHOL
NJ,New Jersey,Burlington,3,464269,34005,STROKE
GA,Georgia,Stewart,23.3,5341,13259,ARTHRITIS
PA,Pennsylvania,Bedford,4,47461,42009,STROKE
IA,Iowa,Palo Alto,25.5,8906,19147,DISABILITY
MA,Massachusetts,Norfolk,75.6,724505,25021,BPMED
NC,North Carolina,Lincoln,78.7,89670,37109,CHECKUP
OH,Ohio,Lucas,3.7,429191,39095,STROKE
MO,Missouri,Ozark,15.1,8782,29153,COPD
NY,New York,Delaware,8.4,44378,36025,CHD
NV,Nevada,Humboldt,25.9,17648,32013,ARTHRITIS
NJ,New Jersey,Cape May,15.6,95661,34009,BINGE
LA,Louisiana,Ascension,16.5,128369,22005,MHLTH
MN,Minnesota,Watonwan,8.2,11135,27165,CANCER
MO,Missouri,Shelby,77.1,5976,29205,CHECKUP
AL,Alabama,Montgomery,79.6,227434,01101,CHECKUP
AR,Arkansas,Garland,14.4,100330,05051,PHLTH
GA,Georgia,Effingham,27.8,66741,13103,DISABILITY
ID,Idaho,Bonner,9.3,49491,16017,CANCER
MA,Massachusetts,Suffolk,16,771245,25025,MHLTH
OK,Oklahoma,Muskogee,74.7,66146,40101,CHECKUP
IA,Iowa,Kossuth,77.1,14529,19109,CHECKUP
OH,Ohio,Warren,20,246553,39165,DEPRESSION
GA,Georgia,Baldwin,38.8,43781,13009,OBESITY
NC,North Carolina,Duplin,19.4,48515,37061,CSMOKING
ME,Maine,Cumberland,13.7,305231,23005,MHLTH
MS,Mississippi,Jefferson,15.7,7205,28063,PHLTH
ND,North Dakota,Towner,35.3,2140,38095,DISABILITY
MA,Massachusetts,Franklin,4.3,71015,25011,ACCESS2
KY,Kentucky,Calloway,13.5,37560,21035,PHLTH
MO,Missouri,Iron,10.3,9408,29093,CASTHMA
HI,Hawaii,Kalawao,88.5,82,15005,CHOLSCREEN
AR,Arkansas,Sharp,11.1,17622,05135,CHD
IL,Illinois,Pike,81.5,14618,17149,BPMED
OR,Oregon,Marion,11.7,347119,41047,DIABETES
AK,Alaska,Hoonah-Angoon,18.6,2332,02105,DEPRESSION
NE,Nebraska,Dixon,14.6,5545,31051,MOBILITY
MT,Montana,Powder River,11.7,1702,30075,HEARING
KS,Kansas,Greeley,3.9,1304,20071,SELFCARE
MO,Missouri,Wright,11.8,18610,29229,HEARING
MT,Montana,Madison,85.3,8917,30057,CHOLSCREEN
KY,Kentucky,Muhlenberg,26.9,30694,21177,DEPRESSION
MS,Mississippi,Tunica,15.1,9696,28143,INDEPLIVE
AZ,Arizona,Cochise,14.2,126050,04003,MHLTH
OH,Ohio,Miami,76.6,109264,39109,CHECKUP
IA,Iowa,Marion,10.3,33380,19125,COGNITION
AZ,Arizona,Navajo,29.8,108147,04017,ARTHRITIS
GA,Georgia,Bulloch,5.8,82442,13031,VISION
KY,Kentucky,Laurel,82.5,62561,21125,BPMED
MN,Minnesota,Traverse,9.5,3286,27155,CASTHMA
GA,Georgia,Toombs,85,26911,13279,CHOLSCREEN
AK,Alaska,Kusilvak,14.1,8360,02158,CASTHMA
NY,New York,Monroe,11.5,755160,36055,DIABETES
NY,New York,Bronx,23.5,1424948,36005,GHLTH
CA,California,San Benito,2.7,66677,06069,STROKE
MS,Mississippi,Monroe,4.6,33883,28095,STROKE
CO,Colorado,Las Animas,5.1,14633,08071,SELFCARE
AL,Alabama,Baldwin,14.5,239294,01003,CSMOKING
MS,Mississippi,Grenada,40.3,21365,28043,DISABILITY
LA,Louisiana,Catahoula,8.8,8805,22025,CHD
NC,North Carolina,Moore,11.1,102763,37125,COGNITION
MN,Minnesota,Sherburne,16.3,99074,27141,CSMOKING
PA,Pennsylvania,Erie,31.2,269011,42049,DISABILITY
OK,Oklahoma,Payne,15.1,81989,40119,BINGE
CA,California,Madera,6.5,159410,06039,CHD
IA,Iowa,Buena Vista,3.3,20771,19021,STROKE
KY,Kentucky,Wayne,6.2,19540,21231,SELFCARE
GA,Georgia,Hancock,31.2,8630,13141,GHLTH
KS,Kansas,Stanton,13,2044,20187,PHLTH
CA,California,Tulare,35.5,477054,06107,HIGHCHOL
IA,Iowa,Decatur,7,7659,19053,CHD
NY,New York,Livingston,4.2,61578,36051,VISION
LA,Louisiana,Washington,44.6,45133,22117,OBESITY
NJ,New Jersey,Atlantic,12.5,274966,34001,ACCESS2
AR,Arkansas,Nevada,6,8187,05099,SELFCARE
AR,Arkansas,Boone,39,37830,05009,OBESITY
MI,Michigan,Tuscola,13.7,52917,26157,COGNITION
GA,Georgia,Clinch,7,6725,13065,CANCER
IL,Illinois,Kane,28.1,515588,17089,LPA
MS,Mississippi,Newton,41,21056,28101,DISABILITY
IA,Iowa,Poweshiek,14.4,18586,19157,MHLTH
ID,Idaho,Washington,15.1,10898,16087,MHLTH
AL,Alabama,Macon,82.1,18895,01087,CHECKUP
MD,Maryland,Carroll,88.6,173873,24013,CHOLSCREEN
NE,Nebraska,Adams,8.7,31027,31001,CASTHMA
NE,Nebraska,Grant,27.2,579,31075,LPA
GA,Georgia,Barrow,9.8,86658,13013,CASTHMA
KS,Kansas,Brown,41,9455,20013,BPHIGH
MO,Missouri,Moniteau,74.7,15484,29135,CHECKUP
NE,Nebraska,Sheridan,31.3,5095,31161,LPA
MN,Minnesota,Faribault,3.9,13909,27043,STROKE
ME,Maine,Kennebec,33,124486,23011,BPHIGH
GA,Georgia,Miller,20.9,5919,13201,DEPRESSION
MN,Minnesota,Benton,18.5,41459,27009,CSMOKING
IN,Indiana,St. Joseph,14.2,272212,18141,MOBILITY
ID,Idaho,Jerome,10.7,24662,16053,CASTHMA
NM,New Mexico,Hidalgo,6.3,4074,35023,SELFCARE
NY,New York,Chenango,15.9,46537,36017,MOBILITY
OH,Ohio,Delaware,16.4,220740,39041,BINGE
MS,Mississippi,Lafayette,5.3,56884,28071,VISION
MO,Missouri,Saline,3.6,23289,29195,STROKE
MO,Missouri,Daviess,4.1,8399,29061,STROKE
IN,Indiana,Crawford,8.3,10514,18025,CANCER
OH,Ohio,Crawford,31,41754,39033,LPA
IA,Iowa,Crawford,8.3,16193,19047,COPD
MS,Mississippi,Tallahatchie,46.4,12366,28135,OBESITY
MS,Mississippi,DeSoto,6.3,188633,28033,COPD
NV,Nevada,Clark,83,2292476,32003,CHOLSCREEN
ID,Idaho,Boundary,10.2,12561,16021,ACCESS2
NM,New Mexico,Chaves,6.9,64629,35005,CHD
LA,Louisiana,Natchitoches,33,37026,22069,LPA
ID,Idaho,Power,34.8,7950,16077,HIGHCHOL
OK,Oklahoma,Major,12.2,7668,40093,ACCESS2
OK,Oklahoma,Ottawa,22.1,30340,40115,MOBILITY
MI,Michigan,Luce,39.5,5309,26095,HIGHCHOL
MO,Missouri,Maries,81.8,8406,29125,BPMED
IL,Illinois,Adams,15.1,64954,17001,MHLTH
MI,Michigan,Midland,10.9,83457,26111,PHLTH
KS,Kansas,Greenwood,9.7,5939,20073,CANCER
GA,Georgia,Habersham,17,46774,13137,CSMOKING
CO,Colorado,Adams,24.5,522140,08001,DISABILITY
GA,Georgia,Cobb,2.7,766802,13067,STROKE
